path,phrase
dataset\SigNN Character Database\N\N_1224.jpg,N
dataset\SigNN Character Database\N\N_689.jpg,N
dataset\SigNN Character Database\N\203.jpg,N
dataset\SigNN Character Database\N\N_1154.jpg,N
dataset\SigNN Character Database\N\N_100.jpg,N
dataset\SigNN Character Database\N\N_352.jpg,N
dataset\SigNN Character Database\N\N_1152.jpg,N
dataset\SigNN Character Database\N\N_557.jpg,N
dataset\SigNN Character Database\N\N_456.jpg,N
dataset\SigNN Character Database\N\N_435.jpg,N
dataset\SigNN Character Database\N\24.jpg,N
dataset\SigNN Character Database\N\N_813.jpg,N
dataset\SigNN Character Database\N\N_263.jpg,N
dataset\SigNN Character Database\N\N_12.jpg,N
dataset\SigNN Character Database\N\N_130.jpg,N
dataset\SigNN Character Database\N\46.jpg,N
dataset\SigNN Character Database\N\N_169.jpg,N
dataset\SigNN Character Database\N\N_838.jpg,N
dataset\SigNN Character Database\N\N_139.jpg,N
dataset\SigNN Character Database\N\N_442.jpg,N
dataset\SigNN Character Database\N\260.jpg,N
dataset\SigNN Character Database\N\N_1160.jpg,N
dataset\SigNN Character Database\N\N_740.jpg,N
dataset\SigNN Character Database\N\N_90.jpg,N
dataset\SigNN Character Database\N\N_1345.jpg,N
dataset\SigNN Character Database\N\198.jpg,N
dataset\SigNN Character Database\N\21.jpg,N
dataset\SigNN Character Database\N\N_754.jpg,N
dataset\SigNN Character Database\N\N_873.jpg,N
dataset\SigNN Character Database\N\N_367.jpg,N
dataset\SigNN Character Database\N\N_959.jpg,N
dataset\SigNN Character Database\N\N_1021.jpg,N
dataset\SigNN Character Database\N\N_1312.jpg,N
dataset\SigNN Character Database\N\N_1133.jpg,N
dataset\SigNN Character Database\N\108.jpg,N
dataset\SigNN Character Database\N\N_1325.jpg,N
dataset\SigNN Character Database\N\N_1413.jpg,N
dataset\SigNN Character Database\N\N_772.jpg,N
dataset\SigNN Character Database\N\N_556.jpg,N
dataset\SigNN Character Database\N\N_1387.jpg,N
dataset\SigNN Character Database\N\N_1277.jpg,N
dataset\SigNN Character Database\N\45.jpg,N
dataset\SigNN Character Database\N\N_349.jpg,N
dataset\SigNN Character Database\N\N_1130.jpg,N
dataset\SigNN Character Database\N\N_1135.jpg,N
dataset\SigNN Character Database\N\89.jpg,N
dataset\SigNN Character Database\N\N_474.jpg,N
dataset\SigNN Character Database\N\N_1463.jpg,N
dataset\SigNN Character Database\N\N_1266.jpg,N
dataset\SigNN Character Database\N\N_778.jpg,N
dataset\SigNN Character Database\N\80.jpg,N
dataset\SigNN Character Database\N\N_928.jpg,N
dataset\SigNN Character Database\N\N_630.jpg,N
dataset\SigNN Character Database\N\N_1202.jpg,N
dataset\SigNN Character Database\N\N_499.jpg,N
dataset\SigNN Character Database\N\N_1087.jpg,N
dataset\SigNN Character Database\N\N_1075.jpg,N
dataset\SigNN Character Database\N\N_123.jpg,N
dataset\SigNN Character Database\N\N_433.jpg,N
dataset\SigNN Character Database\N\N_921.jpg,N
dataset\SigNN Character Database\N\N_150.jpg,N
dataset\SigNN Character Database\N\N_449.jpg,N
dataset\SigNN Character Database\N\N_680.jpg,N
dataset\SigNN Character Database\N\N_809.jpg,N
dataset\SigNN Character Database\N\N_526.jpg,N
dataset\SigNN Character Database\N\N_550.jpg,N
dataset\SigNN Character Database\N\N_173.jpg,N
dataset\SigNN Character Database\N\N_1041.jpg,N
dataset\SigNN Character Database\N\N_4.jpg,N
dataset\SigNN Character Database\N\N_1023.jpg,N
dataset\SigNN Character Database\N\N_942.jpg,N
dataset\SigNN Character Database\N\N_379.jpg,N
dataset\SigNN Character Database\N\N_1042.jpg,N
dataset\SigNN Character Database\N\220.jpg,N
dataset\SigNN Character Database\N\N_320.jpg,N
dataset\SigNN Character Database\N\N_294.jpg,N
dataset\SigNN Character Database\N\N_937.jpg,N
dataset\SigNN Character Database\N\N_1376.jpg,N
dataset\SigNN Character Database\N\N_518.jpg,N
dataset\SigNN Character Database\N\N_128.jpg,N
dataset\SigNN Character Database\N\N_593.jpg,N
dataset\SigNN Character Database\N\N_275.jpg,N
dataset\SigNN Character Database\N\N_1499.jpg,N
dataset\SigNN Character Database\N\N_1198.jpg,N
dataset\SigNN Character Database\N\N_864.jpg,N
dataset\SigNN Character Database\N\N_1441.jpg,N
dataset\SigNN Character Database\N\N_1257.jpg,N
dataset\SigNN Character Database\N\N_397.jpg,N
dataset\SigNN Character Database\N\N_730.jpg,N
dataset\SigNN Character Database\N\N_1485.jpg,N
dataset\SigNN Character Database\N\N_774.jpg,N
dataset\SigNN Character Database\N\N_986.jpg,N
dataset\SigNN Character Database\N\N_1383.jpg,N
dataset\SigNN Character Database\N\N_281.jpg,N
dataset\SigNN Character Database\N\N_460.jpg,N
dataset\SigNN Character Database\N\N_945.jpg,N
dataset\SigNN Character Database\N\N_530.jpg,N
dataset\SigNN Character Database\N\N_1099.jpg,N
dataset\SigNN Character Database\N\N_679.jpg,N
dataset\SigNN Character Database\N\N_1148.jpg,N
dataset\SigNN Character Database\N\N_293.jpg,N
dataset\SigNN Character Database\N\N_767.jpg,N
dataset\SigNN Character Database\N\N_1366.jpg,N
dataset\SigNN Character Database\N\N_1294.jpg,N
dataset\SigNN Character Database\N\N_1426.jpg,N
dataset\SigNN Character Database\N\N_691.jpg,N
dataset\SigNN Character Database\N\130.jpg,N
dataset\SigNN Character Database\N\N_29.jpg,N
dataset\SigNN Character Database\N\N_664.jpg,N
dataset\SigNN Character Database\N\N_1159.jpg,N
dataset\SigNN Character Database\N\N_927.jpg,N
dataset\SigNN Character Database\N\N_309.jpg,N
dataset\SigNN Character Database\N\N_403.jpg,N
dataset\SigNN Character Database\N\N_39.jpg,N
dataset\SigNN Character Database\N\207.jpg,N
dataset\SigNN Character Database\N\202.jpg,N
dataset\SigNN Character Database\N\N_917.jpg,N
dataset\SigNN Character Database\N\N_1432.jpg,N
dataset\SigNN Character Database\N\N_98.jpg,N
dataset\SigNN Character Database\N\194.jpg,N
dataset\SigNN Character Database\N\N_1232.jpg,N
dataset\SigNN Character Database\N\N_1069.jpg,N
dataset\SigNN Character Database\N\N_1268.jpg,N
dataset\SigNN Character Database\N\N_56.jpg,N
dataset\SigNN Character Database\N\N_498.jpg,N
dataset\SigNN Character Database\N\N_427.jpg,N
dataset\SigNN Character Database\N\N_272.jpg,N
dataset\SigNN Character Database\N\N_779.jpg,N
dataset\SigNN Character Database\N\N_582.jpg,N
dataset\SigNN Character Database\N\N_485.jpg,N
dataset\SigNN Character Database\N\N_1104.jpg,N
dataset\SigNN Character Database\N\N_522.jpg,N
dataset\SigNN Character Database\N\N_91.jpg,N
dataset\SigNN Character Database\N\85.jpg,N
dataset\SigNN Character Database\N\N_1351.jpg,N
dataset\SigNN Character Database\N\N_1348.jpg,N
dataset\SigNN Character Database\N\N_1010.jpg,N
dataset\SigNN Character Database\N\81.jpg,N
dataset\SigNN Character Database\N\N_1052.jpg,N
dataset\SigNN Character Database\N\N_795.jpg,N
dataset\SigNN Character Database\N\N_624.jpg,N
dataset\SigNN Character Database\N\N_454.jpg,N
dataset\SigNN Character Database\N\90.jpg,N
dataset\SigNN Character Database\N\28.jpg,N
dataset\SigNN Character Database\N\N_698.jpg,N
dataset\SigNN Character Database\N\N_1171.jpg,N
dataset\SigNN Character Database\N\N_565.jpg,N
dataset\SigNN Character Database\N\N_570.jpg,N
dataset\SigNN Character Database\N\N_882.jpg,N
dataset\SigNN Character Database\N\N_1295.jpg,N
dataset\SigNN Character Database\N\N_837.jpg,N
dataset\SigNN Character Database\N\N_675.jpg,N
dataset\SigNN Character Database\N\N_168.jpg,N
dataset\SigNN Character Database\N\N_533.jpg,N
dataset\SigNN Character Database\N\N_1014.jpg,N
dataset\SigNN Character Database\N\N_1445.jpg,N
dataset\SigNN Character Database\N\N_145.jpg,N
dataset\SigNN Character Database\N\N_860.jpg,N
dataset\SigNN Character Database\N\N_636.jpg,N
dataset\SigNN Character Database\N\N_610.jpg,N
dataset\SigNN Character Database\N\N_103.jpg,N
dataset\SigNN Character Database\N\N_344.jpg,N
dataset\SigNN Character Database\N\N_509.jpg,N
dataset\SigNN Character Database\N\N_188.jpg,N
dataset\SigNN Character Database\N\N_1028.jpg,N
dataset\SigNN Character Database\N\N_500.jpg,N
dataset\SigNN Character Database\N\N_696.jpg,N
dataset\SigNN Character Database\N\97.jpg,N
dataset\SigNN Character Database\N\N_1256.jpg,N
dataset\SigNN Character Database\N\N_1004.jpg,N
dataset\SigNN Character Database\N\N_383.jpg,N
dataset\SigNN Character Database\N\N_544.jpg,N
dataset\SigNN Character Database\N\185.jpg,N
dataset\SigNN Character Database\N\N_156.jpg,N
dataset\SigNN Character Database\N\N_1407.jpg,N
dataset\SigNN Character Database\N\50.jpg,N
dataset\SigNN Character Database\N\N_1211.jpg,N
dataset\SigNN Character Database\N\N_1419.jpg,N
dataset\SigNN Character Database\N\N_210.jpg,N
dataset\SigNN Character Database\N\68.jpg,N
dataset\SigNN Character Database\N\N_642.jpg,N
dataset\SigNN Character Database\N\257.jpg,N
dataset\SigNN Character Database\N\N_117.jpg,N
dataset\SigNN Character Database\N\149.jpg,N
dataset\SigNN Character Database\N\N_1313.jpg,N
dataset\SigNN Character Database\N\95.jpg,N
dataset\SigNN Character Database\N\N_824.jpg,N
dataset\SigNN Character Database\N\N_1355.jpg,N
dataset\SigNN Character Database\N\N_1189.jpg,N
dataset\SigNN Character Database\N\N_359.jpg,N
dataset\SigNN Character Database\N\N_328.jpg,N
dataset\SigNN Character Database\N\N_847.jpg,N
dataset\SigNN Character Database\N\N_443.jpg,N
dataset\SigNN Character Database\N\N_1455.jpg,N
dataset\SigNN Character Database\N\N_1020.jpg,N
dataset\SigNN Character Database\N\N_299.jpg,N
dataset\SigNN Character Database\N\N_482.jpg,N
dataset\SigNN Character Database\N\N_700.jpg,N
dataset\SigNN Character Database\N\73.jpg,N
dataset\SigNN Character Database\N\N_1402.jpg,N
dataset\SigNN Character Database\N\66.jpg,N
dataset\SigNN Character Database\N\N_682.jpg,N
dataset\SigNN Character Database\N\N_650.jpg,N
dataset\SigNN Character Database\N\N_579.jpg,N
dataset\SigNN Character Database\N\N_1322.jpg,N
dataset\SigNN Character Database\N\N_826.jpg,N
dataset\SigNN Character Database\N\153.jpg,N
dataset\SigNN Character Database\N\N_558.jpg,N
dataset\SigNN Character Database\N\N_478.jpg,N
dataset\SigNN Character Database\N\N_647.jpg,N
dataset\SigNN Character Database\N\N_180.jpg,N
dataset\SigNN Character Database\N\247.jpg,N
dataset\SigNN Character Database\N\N_1170.jpg,N
dataset\SigNN Character Database\N\N_421.jpg,N
dataset\SigNN Character Database\N\N_578.jpg,N
dataset\SigNN Character Database\N\N_153.jpg,N
dataset\SigNN Character Database\N\N_1066.jpg,N
dataset\SigNN Character Database\N\N_1394.jpg,N
dataset\SigNN Character Database\N\N_1051.jpg,N
dataset\SigNN Character Database\N\N_1246.jpg,N
dataset\SigNN Character Database\N\N_27.jpg,N
dataset\SigNN Character Database\N\N_967.jpg,N
dataset\SigNN Character Database\N\N_868.jpg,N
dataset\SigNN Character Database\N\N_1301.jpg,N
dataset\SigNN Character Database\N\N_1478.jpg,N
dataset\SigNN Character Database\N\N_121.jpg,N
dataset\SigNN Character Database\N\N_1269.jpg,N
dataset\SigNN Character Database\N\N_1414.jpg,N
dataset\SigNN Character Database\N\N_888.jpg,N
dataset\SigNN Character Database\N\N_176.jpg,N
dataset\SigNN Character Database\N\N_214.jpg,N
dataset\SigNN Character Database\N\N_810.jpg,N
dataset\SigNN Character Database\N\N_1434.jpg,N
dataset\SigNN Character Database\N\N_1311.jpg,N
dataset\SigNN Character Database\N\N_62.jpg,N
dataset\SigNN Character Database\N\N_491.jpg,N
dataset\SigNN Character Database\N\N_1237.jpg,N
dataset\SigNN Character Database\N\N_1091.jpg,N
dataset\SigNN Character Database\N\N_844.jpg,N
dataset\SigNN Character Database\N\N_1382.jpg,N
dataset\SigNN Character Database\N\N_305.jpg,N
dataset\SigNN Character Database\N\242.jpg,N
dataset\SigNN Character Database\N\N_1092.jpg,N
dataset\SigNN Character Database\N\N_505.jpg,N
dataset\SigNN Character Database\N\N_49.jpg,N
dataset\SigNN Character Database\N\N_1291.jpg,N
dataset\SigNN Character Database\N\N_1286.jpg,N
dataset\SigNN Character Database\N\N_99.jpg,N
dataset\SigNN Character Database\N\N_11.jpg,N
dataset\SigNN Character Database\N\N_241.jpg,N
dataset\SigNN Character Database\N\174.jpg,N
dataset\SigNN Character Database\N\142.jpg,N
dataset\SigNN Character Database\N\N_753.jpg,N
dataset\SigNN Character Database\N\N_192.jpg,N
dataset\SigNN Character Database\N\N_296.jpg,N
dataset\SigNN Character Database\N\N_1316.jpg,N
dataset\SigNN Character Database\N\133.jpg,N
dataset\SigNN Character Database\N\N_490.jpg,N
dataset\SigNN Character Database\N\232.jpg,N
dataset\SigNN Character Database\N\N_1144.jpg,N
dataset\SigNN Character Database\N\N_203.jpg,N
dataset\SigNN Character Database\N\N_1320.jpg,N
dataset\SigNN Character Database\N\N_572.jpg,N
dataset\SigNN Character Database\N\N_602.jpg,N
dataset\SigNN Character Database\N\N_878.jpg,N
dataset\SigNN Character Database\N\N_271.jpg,N
dataset\SigNN Character Database\N\N_765.jpg,N
dataset\SigNN Character Database\N\N_1497.jpg,N
dataset\SigNN Character Database\N\N_846.jpg,N
dataset\SigNN Character Database\N\228.jpg,N
dataset\SigNN Character Database\N\N_521.jpg,N
dataset\SigNN Character Database\N\N_755.jpg,N
dataset\SigNN Character Database\N\N_527.jpg,N
dataset\SigNN Character Database\N\156.jpg,N
dataset\SigNN Character Database\N\N_1300.jpg,N
dataset\SigNN Character Database\N\N_1212.jpg,N
dataset\SigNN Character Database\N\N_1284.jpg,N
dataset\SigNN Character Database\N\N_286.jpg,N
dataset\SigNN Character Database\N\N_1315.jpg,N
dataset\SigNN Character Database\N\N_571.jpg,N
dataset\SigNN Character Database\N\N_523.jpg,N
dataset\SigNN Character Database\N\N_310.jpg,N
dataset\SigNN Character Database\N\N_432.jpg,N
dataset\SigNN Character Database\N\N_463.jpg,N
dataset\SigNN Character Database\N\N_622.jpg,N
dataset\SigNN Character Database\N\N_982.jpg,N
dataset\SigNN Character Database\N\N_777.jpg,N
dataset\SigNN Character Database\N\29.jpg,N
dataset\SigNN Character Database\N\N_543.jpg,N
dataset\SigNN Character Database\N\N_859.jpg,N
dataset\SigNN Character Database\N\N_254.jpg,N
dataset\SigNN Character Database\N\N_916.jpg,N
dataset\SigNN Character Database\N\N_1431.jpg,N
dataset\SigNN Character Database\N\N_249.jpg,N
dataset\SigNN Character Database\N\N_792.jpg,N
dataset\SigNN Character Database\N\N_1318.jpg,N
dataset\SigNN Character Database\N\N_603.jpg,N
dataset\SigNN Character Database\N\N_962.jpg,N
dataset\SigNN Character Database\N\N_224.jpg,N
dataset\SigNN Character Database\N\N_1207.jpg,N
dataset\SigNN Character Database\N\N_1442.jpg,N
dataset\SigNN Character Database\N\N_1205.jpg,N
dataset\SigNN Character Database\N\N_193.jpg,N
dataset\SigNN Character Database\N\N_1112.jpg,N
dataset\SigNN Character Database\N\N_46.jpg,N
dataset\SigNN Character Database\N\N_230.jpg,N
dataset\SigNN Character Database\N\N_348.jpg,N
dataset\SigNN Character Database\N\N_38.jpg,N
dataset\SigNN Character Database\N\N_724.jpg,N
dataset\SigNN Character Database\N\124.jpg,N
dataset\SigNN Character Database\N\N_75.jpg,N
dataset\SigNN Character Database\N\N_667.jpg,N
dataset\SigNN Character Database\N\N_17.jpg,N
dataset\SigNN Character Database\N\N_1465.jpg,N
dataset\SigNN Character Database\N\N_1024.jpg,N
dataset\SigNN Character Database\N\N_1191.jpg,N
dataset\SigNN Character Database\N\N_47.jpg,N
dataset\SigNN Character Database\N\N_494.jpg,N
dataset\SigNN Character Database\N\N_267.jpg,N
dataset\SigNN Character Database\N\128.jpg,N
dataset\SigNN Character Database\N\N_654.jpg,N
dataset\SigNN Character Database\N\N_291.jpg,N
dataset\SigNN Character Database\N\N_823.jpg,N
dataset\SigNN Character Database\N\N_414.jpg,N
dataset\SigNN Character Database\N\N_947.jpg,N
dataset\SigNN Character Database\N\269.jpg,N
dataset\SigNN Character Database\N\N_910.jpg,N
dataset\SigNN Character Database\N\N_1213.jpg,N
dataset\SigNN Character Database\N\N_1248.jpg,N
dataset\SigNN Character Database\N\N_111.jpg,N
dataset\SigNN Character Database\N\61.jpg,N
dataset\SigNN Character Database\N\N_574.jpg,N
dataset\SigNN Character Database\N\N_634.jpg,N
dataset\SigNN Character Database\N\N_331.jpg,N
dataset\SigNN Character Database\N\N_1018.jpg,N
dataset\SigNN Character Database\N\N_1367.jpg,N
dataset\SigNN Character Database\N\N_208.jpg,N
dataset\SigNN Character Database\N\239.jpg,N
dataset\SigNN Character Database\N\N_468.jpg,N
dataset\SigNN Character Database\N\N_658.jpg,N
dataset\SigNN Character Database\N\N_1332.jpg,N
dataset\SigNN Character Database\N\N_141.jpg,N
dataset\SigNN Character Database\N\N_580.jpg,N
dataset\SigNN Character Database\N\N_857.jpg,N
dataset\SigNN Character Database\N\N_1495.jpg,N
dataset\SigNN Character Database\N\N_42.jpg,N
dataset\SigNN Character Database\N\N_1121.jpg,N
dataset\SigNN Character Database\N\N_1217.jpg,N
dataset\SigNN Character Database\N\N_1329.jpg,N
dataset\SigNN Character Database\N\N_178.jpg,N
dataset\SigNN Character Database\N\N_481.jpg,N
dataset\SigNN Character Database\N\N_898.jpg,N
dataset\SigNN Character Database\N\N_31.jpg,N
dataset\SigNN Character Database\N\150.jpg,N
dataset\SigNN Character Database\N\N_1338.jpg,N
dataset\SigNN Character Database\N\N_688.jpg,N
dataset\SigNN Character Database\N\N_862.jpg,N
dataset\SigNN Character Database\N\N_1409.jpg,N
dataset\SigNN Character Database\N\N_104.jpg,N
dataset\SigNN Character Database\N\N_1227.jpg,N
dataset\SigNN Character Database\N\N_508.jpg,N
dataset\SigNN Character Database\N\N_715.jpg,N
dataset\SigNN Character Database\N\N_469.jpg,N
dataset\SigNN Character Database\N\280.jpg,N
dataset\SigNN Character Database\N\N_197.jpg,N
dataset\SigNN Character Database\N\101.jpg,N
dataset\SigNN Character Database\N\N_950.jpg,N
dataset\SigNN Character Database\N\N_621.jpg,N
dataset\SigNN Character Database\N\N_369.jpg,N
dataset\SigNN Character Database\N\N_10.jpg,N
dataset\SigNN Character Database\N\N_364.jpg,N
dataset\SigNN Character Database\N\N_762.jpg,N
dataset\SigNN Character Database\N\N_1306.jpg,N
dataset\SigNN Character Database\N\177.jpg,N
dataset\SigNN Character Database\N\216.jpg,N
dataset\SigNN Character Database\N\N_1422.jpg,N
dataset\SigNN Character Database\N\N_1186.jpg,N
dataset\SigNN Character Database\N\N_601.jpg,N
dataset\SigNN Character Database\N\N_158.jpg,N
dataset\SigNN Character Database\N\N_160.jpg,N
dataset\SigNN Character Database\N\N_459.jpg,N
dataset\SigNN Character Database\N\182.jpg,N
dataset\SigNN Character Database\N\N_302.jpg,N
dataset\SigNN Character Database\N\N_179.jpg,N
dataset\SigNN Character Database\N\N_957.jpg,N
dataset\SigNN Character Database\N\N_143.jpg,N
dataset\SigNN Character Database\N\N_670.jpg,N
dataset\SigNN Character Database\N\N_617.jpg,N
dataset\SigNN Character Database\N\N_900.jpg,N
dataset\SigNN Character Database\N\N_1374.jpg,N
dataset\SigNN Character Database\N\N_1000.jpg,N
dataset\SigNN Character Database\N\N_513.jpg,N
dataset\SigNN Character Database\N\N_925.jpg,N
dataset\SigNN Character Database\N\N_1057.jpg,N
dataset\SigNN Character Database\N\N_660.jpg,N
dataset\SigNN Character Database\N\120.jpg,N
dataset\SigNN Character Database\N\N_301.jpg,N
dataset\SigNN Character Database\N\N_638.jpg,N
dataset\SigNN Character Database\N\N_147.jpg,N
dataset\SigNN Character Database\N\N_1003.jpg,N
dataset\SigNN Character Database\N\N_1239.jpg,N
dataset\SigNN Character Database\N\N_651.jpg,N
dataset\SigNN Character Database\N\N_1120.jpg,N
dataset\SigNN Character Database\N\N_200.jpg,N
dataset\SigNN Character Database\N\N_1011.jpg,N
dataset\SigNN Character Database\N\N_627.jpg,N
dataset\SigNN Character Database\N\N_646.jpg,N
dataset\SigNN Character Database\N\98.jpg,N
dataset\SigNN Character Database\N\N_426.jpg,N
dataset\SigNN Character Database\N\23.jpg,N
dataset\SigNN Character Database\N\N_378.jpg,N
dataset\SigNN Character Database\N\N_1030.jpg,N
dataset\SigNN Character Database\N\N_131.jpg,N
dataset\SigNN Character Database\N\N_1178.jpg,N
dataset\SigNN Character Database\N\N_896.jpg,N
dataset\SigNN Character Database\N\N_118.jpg,N
dataset\SigNN Character Database\N\N_260.jpg,N
dataset\SigNN Character Database\N\N_1047.jpg,N
dataset\SigNN Character Database\N\N_303.jpg,N
dataset\SigNN Character Database\N\N_244.jpg,N
dataset\SigNN Character Database\N\N_625.jpg,N
dataset\SigNN Character Database\N\N_563.jpg,N
dataset\SigNN Character Database\N\N_971.jpg,N
dataset\SigNN Character Database\N\N_714.jpg,N
dataset\SigNN Character Database\N\35.jpg,N
dataset\SigNN Character Database\N\N_1061.jpg,N
dataset\SigNN Character Database\N\N_239.jpg,N
dataset\SigNN Character Database\N\N_1440.jpg,N
dataset\SigNN Character Database\N\N_1173.jpg,N
dataset\SigNN Character Database\N\N_1009.jpg,N
dataset\SigNN Character Database\N\N_183.jpg,N
dataset\SigNN Character Database\N\N_34.jpg,N
dataset\SigNN Character Database\N\N_1188.jpg,N
dataset\SigNN Character Database\N\N_322.jpg,N
dataset\SigNN Character Database\N\N_1417.jpg,N
dataset\SigNN Character Database\N\135.jpg,N
dataset\SigNN Character Database\N\N_915.jpg,N
dataset\SigNN Character Database\N\N_1114.jpg,N
dataset\SigNN Character Database\N\N_719.jpg,N
dataset\SigNN Character Database\N\19.jpg,N
dataset\SigNN Character Database\N\206.jpg,N
dataset\SigNN Character Database\N\N_661.jpg,N
dataset\SigNN Character Database\N\N_1341.jpg,N
dataset\SigNN Character Database\N\N_1108.jpg,N
dataset\SigNN Character Database\N\N_848.jpg,N
dataset\SigNN Character Database\N\N_1479.jpg,N
dataset\SigNN Character Database\N\N_943.jpg,N
dataset\SigNN Character Database\N\N_712.jpg,N
dataset\SigNN Character Database\N\N_503.jpg,N
dataset\SigNN Character Database\N\N_811.jpg,N
dataset\SigNN Character Database\N\N_189.jpg,N
dataset\SigNN Character Database\N\N_1259.jpg,N
dataset\SigNN Character Database\N\N_749.jpg,N
dataset\SigNN Character Database\N\N_374.jpg,N
dataset\SigNN Character Database\N\N_80.jpg,N
dataset\SigNN Character Database\N\N_619.jpg,N
dataset\SigNN Character Database\N\N_1228.jpg,N
dataset\SigNN Character Database\N\168.jpg,N
dataset\SigNN Character Database\N\N_317.jpg,N
dataset\SigNN Character Database\N\N_207.jpg,N
dataset\SigNN Character Database\N\N_290.jpg,N
dataset\SigNN Character Database\N\N_1132.jpg,N
dataset\SigNN Character Database\N\N_279.jpg,N
dataset\SigNN Character Database\N\N_1496.jpg,N
dataset\SigNN Character Database\N\265.jpg,N
dataset\SigNN Character Database\N\N_1053.jpg,N
dataset\SigNN Character Database\N\N_512.jpg,N
dataset\SigNN Character Database\N\N_583.jpg,N
dataset\SigNN Character Database\N\N_232.jpg,N
dataset\SigNN Character Database\N\N_273.jpg,N
dataset\SigNN Character Database\N\N_1379.jpg,N
dataset\SigNN Character Database\N\186.jpg,N
dataset\SigNN Character Database\N\N_609.jpg,N
dataset\SigNN Character Database\N\N_221.jpg,N
dataset\SigNN Character Database\N\N_1472.jpg,N
dataset\SigNN Character Database\N\N_186.jpg,N
dataset\SigNN Character Database\N\N_759.jpg,N
dataset\SigNN Character Database\N\N_706.jpg,N
dataset\SigNN Character Database\N\N_1181.jpg,N
dataset\SigNN Character Database\N\N_906.jpg,N
dataset\SigNN Character Database\N\N_541.jpg,N
dataset\SigNN Character Database\N\N_1050.jpg,N
dataset\SigNN Character Database\N\N_1035.jpg,N
dataset\SigNN Character Database\N\N_1089.jpg,N
dataset\SigNN Character Database\N\N_448.jpg,N
dataset\SigNN Character Database\N\N_212.jpg,N
dataset\SigNN Character Database\N\N_1433.jpg,N
dataset\SigNN Character Database\N\N_1290.jpg,N
dataset\SigNN Character Database\N\N_538.jpg,N
dataset\SigNN Character Database\N\N_1475.jpg,N
dataset\SigNN Character Database\N\N_1353.jpg,N
dataset\SigNN Character Database\N\N_620.jpg,N
dataset\SigNN Character Database\N\N_1016.jpg,N
dataset\SigNN Character Database\N\105.jpg,N
dataset\SigNN Character Database\N\82.jpg,N
dataset\SigNN Character Database\N\N_60.jpg,N
dataset\SigNN Character Database\N\184.jpg,N
dataset\SigNN Character Database\N\N_1225.jpg,N
dataset\SigNN Character Database\N\N_73.jpg,N
dataset\SigNN Character Database\N\N_1361.jpg,N
dataset\SigNN Character Database\N\N_1038.jpg,N
dataset\SigNN Character Database\N\N_517.jpg,N
dataset\SigNN Character Database\N\N_1082.jpg,N
dataset\SigNN Character Database\N\N_346.jpg,N
dataset\SigNN Character Database\N\N_409.jpg,N
dataset\SigNN Character Database\N\N_952.jpg,N
dataset\SigNN Character Database\N\N_880.jpg,N
dataset\SigNN Character Database\N\N_797.jpg,N
dataset\SigNN Character Database\N\N_137.jpg,N
dataset\SigNN Character Database\N\N_467.jpg,N
dataset\SigNN Character Database\N\N_842.jpg,N
dataset\SigNN Character Database\N\N_977.jpg,N
dataset\SigNN Character Database\N\N_1415.jpg,N
dataset\SigNN Character Database\N\N_1113.jpg,N
dataset\SigNN Character Database\N\N_486.jpg,N
dataset\SigNN Character Database\N\N_361.jpg,N
dataset\SigNN Character Database\N\N_931.jpg,N
dataset\SigNN Character Database\N\N_909.jpg,N
dataset\SigNN Character Database\N\N_36.jpg,N
dataset\SigNN Character Database\N\N_250.jpg,N
dataset\SigNN Character Database\N\N_1155.jpg,N
dataset\SigNN Character Database\N\N_1071.jpg,N
dataset\SigNN Character Database\N\N_1444.jpg,N
dataset\SigNN Character Database\N\286.jpg,N
dataset\SigNN Character Database\N\N_756.jpg,N
dataset\SigNN Character Database\N\N_436.jpg,N
dataset\SigNN Character Database\N\N_1006.jpg,N
dataset\SigNN Character Database\N\N_760.jpg,N
dataset\SigNN Character Database\N\N_504.jpg,N
dataset\SigNN Character Database\N\N_161.jpg,N
dataset\SigNN Character Database\N\N_385.jpg,N
dataset\SigNN Character Database\N\N_1139.jpg,N
dataset\SigNN Character Database\N\N_536.jpg,N
dataset\SigNN Character Database\N\58.jpg,N
dataset\SigNN Character Database\N\N_184.jpg,N
dataset\SigNN Character Database\N\N_1319.jpg,N
dataset\SigNN Character Database\N\N_581.jpg,N
dataset\SigNN Character Database\N\N_1056.jpg,N
dataset\SigNN Character Database\N\N_152.jpg,N
dataset\SigNN Character Database\N\N_1283.jpg,N
dataset\SigNN Character Database\N\151.jpg,N
dataset\SigNN Character Database\N\N_780.jpg,N
dataset\SigNN Character Database\N\N_1126.jpg,N
dataset\SigNN Character Database\N\N_577.jpg,N
dataset\SigNN Character Database\N\N_547.jpg,N
dataset\SigNN Character Database\N\N_701.jpg,N
dataset\SigNN Character Database\N\N_345.jpg,N
dataset\SigNN Character Database\N\N_489.jpg,N
dataset\SigNN Character Database\N\N_893.jpg,N
dataset\SigNN Character Database\N\243.jpg,N
dataset\SigNN Character Database\N\N_720.jpg,N
dataset\SigNN Character Database\N\N_3.jpg,N
dataset\SigNN Character Database\N\N_612.jpg,N
dataset\SigNN Character Database\N\N_793.jpg,N
dataset\SigNN Character Database\N\N_1309.jpg,N
dataset\SigNN Character Database\N\N_191.jpg,N
dataset\SigNN Character Database\N\N_849.jpg,N
dataset\SigNN Character Database\N\240.jpg,N
